Referencia,Fecha Alta,Tipo_Prop,Tipo_Operación,Provincia,Superficie,Construidos,Precio Venta,Fecha Venta,Vendedor,Supervisor,Dueño Propiedad,Rut Dueño,Celular Dueño,email dueño,Comprador o arrendador,Rut Comp/Arrend.
873,09/11/04,Industrial,Alquiler,Lleida,295,466,2923155,06/05/05,Luisa,,Clayton Murray,47646103-0,9-217-189-944,mi.felis@enimcondimentum.net,Zephania Alvarez,23068329-8
874,09/11/04,Piso,Venta,Tarragona,80,317,458560,22/02/05,Pedro,Joaquín,Bruno Contreras,34117362-0,9-443-446-548,hendrerit.id@justo.com,Ferris Duffy,15190069-0
875,09/11/04,Oficina,Alquiler,Girona,147,511,1259202,03/05/05,Pedro,Joaquín,Justine Clayton,32806218-6,9-598-455-078,odio@etrutrum.org,Yeo Nielsen,27536831-8
876,09/11/04,Industrial,Venta,Tarragona,114,292,968658,29/06/05,María,Luisa,Bree Chen,46018521-1,9-458-109-565,tincidunt@anteblandit.com,Hammett Stone,6256861-5
877,09/11/04,Oficina,Alquiler,Lleida,128,261,549120,16/03/05,Carmen,Joaquín,Illiana Morton,17860091-5,9-874-807-281,commodo@magnaa.edu,Danielle Henderson,36870097-5
878,10/11/04,Industrial,Alquiler,Barcelona,145,575,1372135,18/04/05,Pedro,Joaquín,Murphy Black,12758740-K,9-731-343-072,nulla@quamvelsapien.org,Destiny Shannon,9522642-6
879,10/11/04,Oficina,Venta,Lleida,147,234,1070307,10/07/05,Pedro,Joaquín,Camden Freeman,31677275-7,9-242-780-277,vulputate@fermentumconvallis.ca,Hyacinth Mckinney,22324584-6
880,11/11/04,Parking,Alquiler,Lleida,272,307,1542784,24/06/05,Joaquín,,Jonas Byrd,42692962-7,9-908-483-873,pellentesque.eget@tempusloremfringilla.com,Tamara Bailey,50574852-2
881,11/11/04,Casa,Alquiler,Lleida,113,528,645569,10/06/05,Carmen,Joaquín,Darrel Spence,22439796-8,9-881-815-942,sit.amet@mattisCras.ca,Mary Hoover,50251095-9
882,11/11/04,Local,Venta,Tarragona,220,280,970420,28/08/05,Luisa,,Willow Munoz,5579010-8,9-725-839-365,euismod@ametnulla.edu,Mariko Sexton,43358426-0
883,11/11/04,Piso,Venta,Girona,266,359,1370964,22/10/05,María,Luisa,Leroy Cannon,49263178-7,9-591-413-181,molestie.dapibus@posuereatvelit.com,Ross Buck,44274657-5
884,11/11/04,Piso,Venta,Girona,125,551,590875,20/09/05,Carmen,Joaquín,Willow Dillon,9493201-7,9-455-661-618,a.feugiat@Incondimentum.ca,Dakota Cardenas,30437256-7
885,11/11/04,Casa,Alquiler,Lleida,151,325,719213,23/02/05,Jesús,Luisa,Talon Sherman,41616639-0,9-402-598-967,Quisque@sagittisaugueeu.com,Ferris Figueroa,29705555-0
886,12/11/04,Piso,Venta,Girona,133,359,1191281,28/06/05,Joaquín,,Jasper Hawkins,26388713-1,9-837-763-958,tempus.non@Duisvolutpat.ca,Sade Buchanan,47299546-4
887,13/11/04,Suelo,Alquiler,Barcelona,160,220,1356160,08/11/05,Luisa,,Brennan Hoover,34024180-0,9-769-498-043,ridiculus.mus@non.org,Angelica Hansen,30910816-7
888,13/11/04,Oficina,Alquiler,Lleida,95,396,412395,31/07/05,María,Luisa,Xandra Hale,20527827-3,9-716-459-556,egestas.nunc.sed@mauris.edu,Carl Castro,17419226-K
889,13/11/04,Oficina,Alquiler,Lleida,236,557,1420012,31/10/05,Pedro,Joaquín,Fuller Eaton,24458156-0,9-131-418-181,cursus.non@commodoauctorvelit.ca,Lucius Harper,18345819-1
890,13/11/04,Oficina,Venta,Tarragona,165,301,1598520,11/10/05,Pedro,Joaquín,Katell Melton,7901708-6,9-467-680-941,volutpat.ornare@Sedeu.edu,Shannon Rodgers,36322171-8
891,13/11/04,Casa,Venta,Girona,255,549,2543625,29/08/05,Pedro,Joaquín,Vincent Waller,24600093-K,9-240-344-316,et.netus.et@cubilia.com,Remedios Merrill,35902843-1
892,14/11/04,Casa,Alquiler,Tarragona,226,681,2025638,04/05/05,María,Luisa,Drew Castillo,44298285-6,9-994-233-937,tristique.aliquet.Phasellus@libero.com,Josiah Chavez,42146667-K
893,14/11/04,Casa,Venta,Tarragona,228,512,1115604,21/09/05,Pedro,Joaquín,Walker Rocha,21447287-2,9-561-193-812,sit@lectusNullam.ca,Ima Cherry,12039551-3
894,14/11/04,Parking,Alquiler,Lleida,92,741,610696,04/05/05,Jesús,Luisa,Sade Watkins,35980598-5,9-348-145-488,dictum.mi@non.net,Oliver Rose,35069014-K
895,14/11/04,Industrial,Alquiler,Barcelona,229,508,1341024,12/09/05,Jesús,Luisa,Chaney Lloyd,19510128-0,9-174-868-604,elementum.purus@tortor.edu,Madison Mcbride,35189803-8
896,14/11/04,Piso,Alquiler,Tarragona,226,239,1340632,24/09/05,Luisa,,Liberty Kirk,48156726-2,9-473-663-852,Aliquam@nuncQuisque.net,Yoshi Hardy,11244308-8
897,15/11/04,Suelo,Alquiler,Lleida,64,309,581568,15/02/05,Carmen,Joaquín,Austin Adams,32053945-5,9-391-478-922,morbi@tincidunttempusrisus.co.uk,TaShya Bender,44329003-6
898,15/11/04,Casa,Venta,Barcelona,258,762,2449452,14/03/05,Jesús,Luisa,Mia Gates,19335833-0,9-588-114-278,scelerisque.scelerisque@Donec.com,Hiroko Berry,50289099-9
899,16/11/04,Local,Venta,Barcelona,58,730,315810,14/06/05,Jesús,Luisa,Graham Williams,40277549-1,9-226-353-539,hendrerit@id.org,Samantha Shepherd,7074156-3
900,16/11/04,Casa,Alquiler,Barcelona,136,504,1072768,02/04/05,Pedro,Joaquín,Nasim Woodard,42249377-8,9-734-423-448,Proin@sitametdapibus.edu,Rachel Gates,30338560-6
901,16/11/04,Parking,Alquiler,Girona,294,541,1653456,18/07/05,Pedro,Joaquín,Kiara Blackburn,23383802-0,9-292-272-640,nunc.sed.libero@per.ca,Rebekah Higgins,8272932-1
902,17/11/04,Oficina,Alquiler,Barcelona,294,550,2722146,05/11/05,Joaquín,,Baker Shields,35963133-2,9-481-305-966,faucibus@acmetus.edu,Shelby Hanson,12637279-5
903,17/11/04,Suelo,Alquiler,Tarragona,151,291,1029367,05/05/05,Carmen,Joaquín,Penelope Osborne,26410054-2,9-817-909-094,magna.Praesent.interdum@Nuncullamcorpervelit.net,Joel Madden,36882357-0
904,17/11/04,Piso,Venta,Barcelona,62,612,455762,25/07/05,Pedro,Joaquín,Lillith Prince,35384160-2,9-548-912-601,mauris.aliquam.eu@posuere.edu,Price Booker,18421537-3
905,18/11/04,Local,Alquiler,Girona,116,586,479892,11/11/05,Joaquín,,TaShya Gilliam,6291292-8,9-545-672-361,massa@CraspellentesqueSed.edu,Jamalia Petty,44039486-8
906,18/11/04,Industrial,Alquiler,Tarragona,68,421,500140,27/10/05,Pedro,Joaquín,Addison Garrison,45129157-2,9-228-716-313,sed@auctor.org,Gillian Hawkins,46367818-9
907,18/11/04,Oficina,Alquiler,Barcelona,59,45,491706,03/07/05,Jesús,Luisa,Amena Mcdonald,16848470-4,9-741-457-023,mauris.rhoncus.id@porttitorvulputate.net,Reagan Mcfarland,18476762-7
908,18/11/04,Parking,Venta,Girona,134,490,933444,17/04/05,Pedro,Joaquín,Nell Garcia,46945633-1,9-435-486-801,nibh.Aliquam.ornare@imperdiet.net,Olympia Barton,41445421-6
909,18/11/04,Industrial,Venta,Tarragona,127,477,1204595,15/04/05,Carmen,Joaquín,Kermit Salazar,44867022-8,9-452-457-906,Donec.dignissim@egestasAliquamnec.ca,Amos Welch,44807631-8
910,19/11/04,Piso,Alquiler,Tarragona,197,208,1506853,16/11/05,Jesús,Luisa,Griffith Smith,49757410-2,9-813-703-332,malesuada.vel@etnuncQuisque.edu,Ferris Howe,22159459-2
911,20/11/04,Local,Alquiler,Barcelona,135,525,1036665,08/11/05,Pedro,Joaquín,Aiko Beasley,36241695-7,9-314-109-942,Duis.volutpat.nunc@aodiosemper.ca,Wanda Briggs,7005395-0
912,20/11/04,Suelo,Alquiler,Lleida,200,501,1967400,30/08/05,Pedro,Joaquín,Octavia Hart,25304840-9,9-627-190-611,faucibus.leo.in@metusurna.edu,Alana Cooper,19478876-2
913,20/11/04,Suelo,Alquiler,Lleida,250,565,1676500,30/08/05,Pedro,Joaquín,Matthew Conner,22590912-1,9-198-460-124,vel.faucibus.id@Maurisvelturpis.edu,Medge Campos,34814471-5
914,20/11/04,Piso,Venta,Girona,48,209,366480,19/09/05,Pedro,Joaquín,Jaden Shaw,11875053-5,9-261-474-684,adipiscing.Mauris.molestie@orciquislectus.org,Gray Olsen,11135384-0
915,20/11/04,Oficina,Venta,Girona,285,548,1869885,10/08/05,Jesús,Luisa,Rebekah Holland,15794431-2,9-502-741-695,tincidunt.orci.quis@lobortisquam.co.uk,Jasmine Flores,45332429-K
916,21/11/04,Piso,Alquiler,Lleida,155,275,1511095,20/08/05,María,Luisa,Katell Dotson,24167770-2,9-197-684-559,Cras.interdum@Nam.com,Ria Morgan,23047204-1
917,21/11/04,Parking,Venta,Tarragona,263,381,1719757,28/08/05,Pedro,Joaquín,Clayton Barry,46431262-5,9-212-423-154,Nam.ac.nulla@nonummyFuscefermentum.net,Martin Ayala,17304649-9
918,22/11/04,Industrial,Alquiler,Lleida,197,392,1662089,29/06/05,Carmen,Joaquín,Hammett Farmer,27644832-3,9-990-952-778,pellentesque.Sed@natoquepenatibuset.co.uk,Dieter Dixon,21890635-4
919,22/11/04,Casa,Alquiler,Lleida,270,453,1311660,11/10/05,María,Luisa,Sharon Duke,29996606-2,9-183-538-920,non@luctussitamet.net,Bryar Holcomb,26423241-4
920,23/11/04,Industrial,Venta,Barcelona,137,579,1242042,08/08/05,Luisa,,Rosalyn Tate,6225931-0,9-811-390-583,interdum@eu.ca,Ramona Haney,13066753-8
921,24/11/04,Suelo,Venta,Tarragona,163,503,1273030,16/06/05,Luisa,,Silas Yang,24307504-1,9-458-655-057,cursus.purus@imperdiet.edu,Illana Banks,17660684-3
922,24/11/04,Oficina,Venta,Lleida,217,596,1238202,11/05/05,Joaquín,,Rowan Morton,31611943-3,9-153-194-566,felis.ullamcorper.viverra@lacusAliquam.co.uk,Blossom Horn,39471244-2
923,24/11/04,Suelo,Venta,Tarragona,257,207,1440742,09/07/05,Carmen,Joaquín,Joelle Pate,18094046-4,9-990-660-409,blandit.at@dolorDonec.net,Plato Wiley,36369244-3
924,25/11/04,Parking,Alquiler,Girona,283,137,2213909,10/05/05,Luisa,,Rebekah Hughes,36209093-8,9-160-537-011,mi.felis@consectetueradipiscing.com,Bruno Pena,5685658-7
925,25/11/04,Parking,Alquiler,Lleida,298,612,2039512,11/10/05,Joaquín,,Jana Gay,34405149-6,9-920-491-044,erat.volutpat@acmetus.edu,Charles Bass,11593192-K
926,25/11/04,Suelo,Alquiler,Barcelona,298,545,2376550,19/10/05,Luisa,,Brett Bell,40392553-5,9-155-969-029,nunc@aliquet.net,Jacob Pace,32832454-7
927,25/11/04,Suelo,Alquiler,Barcelona,151,550,709700,16/03/05,Carmen,Joaquín,Kiona Wall,50886883-9,9-830-711-170,Fusce.aliquam@eu.ca,Kylie Chen,20260338-6
928,26/11/04,Industrial,Alquiler,Barcelona,283,223,1615647,06/06/05,Joaquín,,Alma Beach,34315411-9,9-308-363-600,at@nonsollicitudin.ca,Casey Doyle,7294759-2
929,27/11/04,Local,Alquiler,Tarragona,73,338,410260,29/10/05,Carmen,Joaquín,Jared Martin,45353420-0,9-431-419-404,Nunc.sed.orci@Nullam.edu,Tatiana Pearson,12236893-9
930,27/11/04,Local,Venta,Tarragona,161,345,1604687,05/03/05,Luisa,,Sydnee Rich,27733532-8,9-210-412-159,Donec.egestas.Duis@sitametconsectetuer.ca,Sasha Norman,35486246-8
931,27/11/04,Suelo,Venta,Lleida,223,476,2053384,13/11/05,Carmen,Joaquín,Meredith Salas,28688564-0,9-244-428-679,faucibus@ametconsectetuer.com,Sybil Whitney,49593802-6
932,29/11/04,Parking,Venta,Lleida,121,390,754435,23/04/05,Joaquín,,Martena Dotson,15254705-6,9-758-718-147,mauris.a@CrasinterdumNunc.ca,Constance Padilla,24277081-1
933,29/11/04,Parking,Alquiler,Tarragona,150,266,795000,17/10/05,Luisa,,Hedley Mckinney,38449388-2,9-127-363-324,vitae@eratinconsectetuer.com,Matthew Watts,32895049-9
934,29/11/04,Casa,Alquiler,Girona,228,538,2212740,10/10/05,Jesús,Luisa,Kevin Mcclain,24411183-1,9-684-669-244,ut.dolor.dapibus@erategettincidunt.edu,Merrill Estes,32738757-K
935,30/11/04,Oficina,Alquiler,Lleida,164,59,1373008,09/06/05,Pedro,Joaquín,Calvin Beasley,47178225-4,9-289-250-306,ac.tellus.Suspendisse@Aliquam.org,Connor Stone,6843548-K
936,01/12/04,Parking,Alquiler,Girona,116,218,573040,01/11/05,María,Luisa,Azalia Daniels,28111751-3,9-997-841-048,elementum.lorem@ut.ca,Neil Vinson,9544468-7
937,01/12/04,Industrial,Alquiler,Girona,276,283,1932552,20/10/05,María,Luisa,Jared Diaz,5370052-7,9-567-316-515,viverra@lacusCras.com,Jorden Hartman,30314133-2
938,01/12/04,Local,Venta,Barcelona,158,404,766774,24/03/05,Pedro,Joaquín,Josiah Myers,32963746-8,9-589-765-649,Proin.eget@Aliquam.org,Gage Lara,11385625-4
939,01/12/04,Industrial,Alquiler,Girona,216,391,1962360,17/05/05,Pedro,Joaquín,Upton Hubbard,26991463-7,9-722-154-818,nec.tempus.scelerisque@magnaDuis.ca,Hilda Mosley,34403333-1
940,02/12/04,Industrial,Venta,Barcelona,249,537,1662822,11/07/05,Luisa,,Graham Tucker,48426566-6,9-131-613-492,quis.urna@eleifendnondapibus.org,Tallulah Morgan,33156797-3
941,02/12/04,Industrial,Venta,Barcelona,68,533,614244,11/05/05,Jesús,Luisa,Gwendolyn Reese,17574054-6,9-692-826-854,quis@Inmi.net,Tyler Bonner,40195576-3
942,02/12/04,Industrial,Alquiler,Tarragona,177,278,1485915,29/04/05,Carmen,Joaquín,Jescie Robbins,49491555-3,9-737-132-230,libero.est@duiCraspellentesque.com,Nomlanga Benson,28543709-1
943,03/12/04,Piso,Venta,Tarragona,268,414,1273000,16/06/05,Carmen,Joaquín,Chadwick Whitley,11358551-K,9-498-584-349,molestie@imperdietnec.edu,Kylee Wolfe,18157050-4
944,03/12/04,Piso,Alquiler,Girona,66,327,558030,01/12/05,Carmen,Joaquín,Cynthia Lamb,9153575-0,9-351-700-176,arcu@vitaemaurissit.net,Urielle Wagner,16864901-0
945,04/12/04,Piso,Venta,Tarragona,162,716,894888,26/03/05,Pedro,Joaquín,Gregory Preston,18625250-0,9-419-780-671,non@commodo.net,Jaime Richmond,23758254-3
946,04/12/04,Piso,Venta,Girona,243,370,1447551,13/09/05,Pedro,Joaquín,Holmes Erickson,43539138-9,9-839-306-592,cursus.a@acmattissemper.org,Dacey Walls,49456400-9
947,04/12/04,Suelo,Venta,Lleida,103,596,474624,25/03/05,Carmen,Joaquín,Maggie Hunter,38553603-8,9-700-483-405,nisi@Donectemporest.edu,Chastity Steele,34509525-K
948,05/12/04,Piso,Alquiler,Girona,237,242,1725597,07/07/05,Pedro,Joaquín,Cameron Oneal,17918923-2,9-203-190-453,convallis@mauris.co.uk,Clare Fletcher,38500036-7
949,05/12/04,Parking,Alquiler,Barcelona,206,301,1241562,27/07/05,María,Luisa,Eliana Thornton,6376465-5,9-838-112-117,egestas.a@erosNamconsequat.ca,Yael Mccall,32676588-0
950,05/12/04,Piso,Venta,Girona,233,197,2153852,11/03/05,Pedro,Joaquín,Alisa Dale,13476822-3,9-819-425-739,lacinia@liberoProin.edu,Sade Schmidt,14130318-K
951,06/12/04,Oficina,Venta,Barcelona,65,584,307255,11/10/05,Carmen,Joaquín,Sydney Conley,33795347-6,9-711-693-216,non.enim@Integeridmagna.ca,Eaton Buchanan,44090343-6
952,07/12/04,Industrial,Venta,Barcelona,142,647,954808,18/06/05,María,Luisa,Yuri Blankenship,9680219-6,9-803-247-715,Nam.consequat@pharetrasedhendrerit.ca,Kyle Olson,44117689-9
953,07/12/04,Casa,Alquiler,Girona,240,244,1510320,19/10/05,Carmen,Joaquín,Sarah Flynn,30421847-9,9-373-164-131,lobortis.quis@velest.net,Fulton Quinn,34248619-3
954,08/12/04,Parking,Venta,Lleida,68,553,330956,18/09/05,María,Luisa,Jeanette Bridges,37705235-8,9-931-222-037,ornare.egestas@tristique.com,Lucas Nolan,6230923-7
955,09/12/04,Suelo,Venta,Girona,200,447,1938400,25/08/05,María,Luisa,Damon Dalton,7073424-9,9-455-929-035,Fusce.dolor@feugiatLoremipsum.ca,Keaton Scott,13611790-4
956,09/12/04,Piso,Venta,Tarragona,80,458,509840,21/05/05,Carmen,Joaquín,Hope Long,15092529-0,9-275-183-400,lacus@eleifend.com,Astra Owens,50832778-1
957,09/12/04,Casa,Alquiler,Tarragona,84,517,368760,30/07/05,Luisa,,Alana Snider,6178908-1,9-284-939-529,ipsum@NulladignissimMaecenas.co.uk,Maggy Jacobs,10875916-K
958,10/12/04,Local,Alquiler,Tarragona,227,365,1071667,26/05/05,Carmen,Joaquín,Audra Mcneil,33484666-0,9-230-758-192,adipiscing.elit@augueSedmolestie.org,Sylvester Valencia,17514038-7
959,10/12/04,Parking,Venta,Tarragona,291,313,1872876,16/05/05,María,Luisa,Brett Mendoza,16953739-9,9-385-757-426,Nulla.aliquet@sagittisfelisDonec.ca,Henry Watts,16798100-3
960,10/12/04,Suelo,Venta,Girona,275,398,1732500,10/07/05,Joaquín,,Nadine Luna,16005270-8,9-164-530-707,Vivamus.nibh.dolor@orcitincidunt.net,Athena Marsh,36601162-5
961,10/12/04,Parking,Alquiler,Girona,96,208,535584,22/10/05,Carmen,Joaquín,Cheyenne Wolfe,25624632-5,9-229-959-886,mollis.Integer.tincidunt@lectus.edu,Paloma Olson,46590970-6
962,10/12/04,Oficina,Alquiler,Barcelona,174,366,1271592,13/07/05,Joaquín,,Blair Chang,24455382-6,9-678-650-091,at.fringilla.purus@lobortis.org,Kenneth Clemons,50583327-9
963,11/12/04,Local,Venta,Lleida,190,274,1593720,28/05/05,Pedro,Joaquín,Aurelia Mills,39229754-5,9-138-315-274,Pellentesque.habitant@erat.net,Joshua Petersen,50712359-7
964,11/12/04,Suelo,Venta,Girona,185,459,1038590,15/07/05,Luisa,,Meghan Camacho,29015884-2,9-396-533-550,molestie.tortor.nibh@nuncac.net,Madison Camacho,13670524-5
965,11/12/04,Industrial,Venta,Girona,56,300,525616,15/08/05,Joaquín,,Nissim Chavez,17900641-3,9-835-481-522,ullamcorper.magna@tortorNunccommodo.edu,Ima Hobbs,15803579-0
966,11/12/04,Piso,Alquiler,Lleida,213,470,1994532,22/04/05,María,Luisa,Moses Hampton,9777952-K,9-937-587-014,eget.venenatis.a@ipsumprimis.org,Marsden Andrews,30392118-4
967,12/12/04,Piso,Venta,Girona,175,601,722925,18/03/05,Carmen,Joaquín,Ginger Norton,13979713-2,9-256-518-076,adipiscing.non@egetmetus.ca,Vaughan Jackson,24323285-6
968,12/12/04,Local,Alquiler,Lleida,96,263,769824,03/10/05,Jesús,Luisa,Nero Burns,37009877-8,9-678-816-018,molestie.arcu.Sed@sitamet.org,Knox Gill,5263768-6
969,14/12/04,Piso,Venta,Lleida,272,461,2581552,22/10/05,Pedro,Joaquín,Kay Stafford,47495191-K,9-578-690-565,Sed@in.org,Dale Daugherty,24444910-7
970,14/12/04,Piso,Alquiler,Girona,232,587,1193408,07/06/05,Luisa,,Myles Cruz,27008252-1,9-756-643-972,non.dui@quam.ca,Jocelyn Riggs,40434272-K
971,14/12/04,Piso,Venta,Lleida,200,441,1145600,22/09/05,María,Luisa,Lael Mccoy,42474110-8,9-314-733-498,amet@scelerisque.net,Jameson Flowers,39728269-4
972,14/12/04,Piso,Venta,Girona,219,579,1059303,27/07/05,Joaquín,,Ferris Guerra,33822015-4,9-630-889-172,Sed@lacus.ca,Declan Todd,38728356-0
973,15/12/04,Casa,Alquiler,Lleida,126,655,600642,20/08/05,Jesús,Luisa,Ryan Ford,8533567-7,9-906-911-568,iaculis.aliquet@disparturientmontes.net,Kasper Pitts,13990196-7
974,15/12/04,Parking,Alquiler,Lleida,131,393,920144,10/12/05,Jesús,Luisa,Dorian Snow,34199893-K,9-808-520-519,luctus.sit.amet@nisiaodio.edu,Alan Fox,26540151-1
975,16/12/04,Suelo,Venta,Lleida,77,257,409563,30/07/05,Pedro,Joaquín,Amity Hull,40307213-3,9-203-169-692,morbi.tristique.senectus@Donecelementum.net,Vincent Russell,27790473-K
976,16/12/04,Local,Alquiler,Barcelona,232,174,1236560,20/11/05,Pedro,Joaquín,Callie Alford,43861123-1,9-259-386-655,nec@vitaealiquameros.edu,Jenna Clements,25818617-6
977,16/12/04,Suelo,Alquiler,Barcelona,199,543,1494490,04/04/05,Joaquín,,Alec Newton,35261276-6,9-499-302-895,taciti.sociosqu@nequeIn.org,Ronan Roth,32359209-8
978,17/12/04,Casa,Venta,Tarragona,115,450,659295,09/10/05,María,Luisa,Bertha Roy,32642987-2,9-875-507-454,amet.nulla.Donec@nonenimcommodo.org,Xena Puckett,34526302-0
979,18/12/04,Casa,Alquiler,Barcelona,97,285,672792,23/05/05,Joaquín,,Sybil Cummings,11616240-7,9-203-264-575,ligula.consectetuer.rhoncus@lobortis.ca,Jessamine Woodard,29392941-6
980,18/12/04,Suelo,Venta,Barcelona,122,490,589016,04/10/05,Joaquín,,Herman Hooper,47130642-8,9-776-478-980,adipiscing@orciadipiscing.net,Josiah Rasmussen,17292325-9
981,18/12/04,Local,Venta,Girona,278,377,2273762,30/11/05,Pedro,Joaquín,Dustin Burke,25972904-1,9-960-592-068,ornare.lectus.ante@sitamet.co.uk,Adele Briggs,13340426-0
982,19/12/04,Casa,Alquiler,Barcelona,212,306,1588940,29/08/05,Carmen,Joaquín,Rina Newton,14127858-4,9-905-881-767,Aenean@acliberonec.net,Abbot Bell,26985180-5
983,19/12/04,Oficina,Alquiler,Barcelona,250,526,1127750,04/04/05,Luisa,,Oleg Barry,47086035-9,9-631-608-027,montes.nascetur@laciniaat.co.uk,Sylvester Spears,26460727-2
984,19/12/04,Suelo,Alquiler,Lleida,278,322,1678286,20/04/05,Jesús,Luisa,Simon Bentley,12459923-7,9-304-948-935,ornare.lectus.justo@amifringilla.net,Ashely Duncan,24597241-5
985,20/12/04,Piso,Alquiler,Barcelona,270,534,2427300,06/09/05,Pedro,Joaquín,Paloma Bauer,9341623-6,9-454-163-861,Donec.porttitor.tellus@utmolestie.co.uk,Damian Steele,15912138-0
986,20/12/04,Suelo,Alquiler,Lleida,212,550,1753240,14/05/05,Joaquín,,Tyler Hendricks,39858482-1,9-438-341-117,vitae@aliquet.org,Jael Best,49446768-2
987,21/12/04,Industrial,Venta,Lleida,258,663,1894752,21/08/05,Carmen,Joaquín,Isaiah House,28981141-9,9-262-863-793,pretium@Aeneaneget.com,Joseph Lancaster,30805945-6
988,21/12/04,Casa,Alquiler,Tarragona,225,322,2000475,12/07/05,Jesús,Luisa,Iola Fischer,10166926-2,9-165-286-129,sit.amet@fermentumrisus.edu,Kylynn Rice,48941832-0
989,21/12/04,Piso,Venta,Lleida,81,408,528120,09/07/05,Joaquín,,Kevyn Leach,22881757-0,9-670-335-579,aliquet.vel.vulputate@semper.co.uk,Naomi Mcfarland,47351607-1
990,21/12/04,Industrial,Venta,Barcelona,182,240,1717898,24/04/05,Pedro,Joaquín,Jordan Odonnell,23592572-9,9-201-846-371,Aenean.sed@ultriciesornareelit.net,Orla Henderson,40342827-2
991,21/12/04,Oficina,Venta,Barcelona,233,180,1870757,13/10/05,Luisa,,Uma Patrick,17860367-1,9-931-706-055,Phasellus.dapibus.quam@ornare.edu,Cherokee Elliott,11151186-1
992,22/12/04,Piso,Alquiler,Girona,281,499,2326118,22/07/05,María,Luisa,Josephine Shelton,10754025-3,9-200-268-962,risus@Duis.net,Ezra Colon,26167599-4
993,22/12/04,Industrial,Venta,Tarragona,201,246,1911510,23/06/05,Luisa,,Owen Pugh,25706291-0,9-654-748-273,senectus.et.netus@enimEtiam.org,Buckminster Morrow,5665161-6
994,22/12/04,Local,Venta,Girona,187,376,1346961,20/12/05,Joaquín,,Camden Patton,5501047-1,9-256-121-295,metus.facilisis@sem.org,Wallace Curtis,22390023-2
995,22/12/04,Oficina,Venta,Tarragona,180,193,1414800,29/05/05,Joaquín,,Cruz Hammond,38182352-0,9-132-289-123,interdum@sedpedeCum.co.uk,Abigail Dillard,20462936-6
996,23/12/04,Parking,Alquiler,Girona,88,520,690184,29/05/05,Carmen,Joaquín,Celeste Sellers,27080559-0,9-668-120-947,leo.Morbi.neque@mattisCras.co.uk,Rama Blankenship,49475694-3
997,23/12/04,Industrial,Alquiler,Girona,66,362,448932,01/09/05,Pedro,Joaquín,Alfonso Flores,26181371-8,9-465-785-249,euismod.et.commodo@gravida.net,Dominic Walton,7192219-7
998,23/12/04,Local,Venta,Girona,219,339,2101743,30/07/05,Luisa,,Rama Swanson,41606690-6,9-987-970-698,non@tempor.edu,Amaya Cole,46387153-1
999,23/12/04,Industrial,Venta,Girona,67,547,430743,06/06/05,Pedro,Joaquín,Madeline Hunt,9157944-8,9-496-550-963,fermentum@sodalesnisi.ca,Kalia Sutton,33874008-5
1000,24/12/04,Parking,Venta,Lleida,300,447,2707200,15/10/05,Luisa,,Jocelyn Frederick,12987988-2,9-593-129-799,purus.mauris@aptenttacitisociosqu.ca,Kiayada Stewart,6456341-6
1001,25/12/04,Local,Venta,Barcelona,250,278,1368750,07/06/05,Luisa,,Cecilia Garza,29078582-0,9-344-696-312,nisi.sem.semper@Integer.ca,Bell Hatfield,50186540-0
1002,25/12/04,Piso,Alquiler,Barcelona,292,497,2677056,22/07/05,María,Luisa,Tiger Larsen,18737779-K,9-286-940-224,vulputate@Proinvel.ca,Geraldine Davidson,17942855-5
1003,25/12/04,Parking,Venta,Tarragona,87,332,638058,19/07/05,Jesús,Luisa,Rachel Cameron,8868036-7,9-390-149-038,Donec.dignissim.magna@nec.com,Odette Buchanan,41547704-K
1004,26/12/04,Piso,Venta,Lleida,95,361,866780,15/04/05,Jesús,Luisa,Dakota Wynn,47531973-7,9-918-416-027,Nullam.scelerisque.neque@Praesent.com,Jordan Tucker,34104307-7
1005,26/12/04,Oficina,Alquiler,Girona,159,274,1437360,12/06/05,Luisa,,Sloane Hendrix,30205921-7,9-781-792-975,lacus.pede.sagittis@arcuSedeu.edu,Joel Castillo,28329064-6
